Model,Input length,Trainable parameters (M),Model size (MB),GFLOPs/sample,GMACs/sample,GPU batch-1 latency (ms),GPU batch-1 P95 latency (ms),GPU batch-1 throughput (samples/s),GPU batch-128 throughput (samples/s),"Peak GPU memory, batch 1 (MB)","Peak GPU memory, batch 128 (MB)",CPU batch-1 latency (ms),CPU batch-1 throughput (samples/s),Mean training time (min),Benchmark GPU,TensorFlow version,CUDA version,Numerical precision
Proposed 7-block 1D U-Net,1024,26.222849,300.4223175048828,1.098580992,0.549290496,7.286117000039667,7.949995000672061,137.24731568194085,11872.938410326253,2595.4384765625,2953.6416015625,12.453329999971174,80.29980736094801,17.447294502084453,"NVIDIA GeForce RTX 4090 D, 24564, 576.02",2.6.0,64_112,FP32
