input_snr_db,seed,blocks,best_epoch,best_val_loss,mean_val_snr,median_val_snr,min_val_snr,max_val_snr,la_normal_mean_snr,jian_normal_mean_snr,la_truck_mean_snr,jian_truck_mean_snr,model_path,history_path,train_samples,val_samples,training_time_seconds,training_time_minutes,training_time_hours,training_time_hms
10,256,7,80,0.00101156544405967,12.33242601985394,12.327863565391059,5.924781848999464,21.128476129851425,12.937290019052156,11.393658122084172,13.106912879024186,11.237493794686433,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_10dB_seed256.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_10dB_seed256.txt,56518,6280,1052.6933817863464,17.544889696439107,0.29241482827398513,00:17:32
10,512,7,82,0.0012924879556521773,12.793495826704504,12.74505055012689,5.395024137279316,20.70726379082389,13.072997789544054,12.558358386193031,13.168242108263032,12.064016667319374,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_10dB_seed512.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_10dB_seed512.txt,56518,6280,1057.5264580249786,17.625440967082977,0.29375734945138293,00:17:37
10,2024,7,72,0.0005924960714764893,12.739155572675495,12.745785238305874,0.9539922421316033,22.81417379116443,13.363921191886497,12.354637693312128,13.23089032118103,11.477517275523777,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_10dB_seed2024.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_10dB_seed2024.txt,56518,6280,1051.8908445835114,17.531514076391854,0.2921919012731976,00:17:31
15,7,7,39,0.0007026201346889138,15.769549407049498,15.746077047962828,5.10871955895783,21.939528311315343,16.109580606998986,15.505317979371432,16.218567394207586,14.870415169575258,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed7.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed7.txt,56518,6280,1052.7234344482422,17.545390574137368,0.2924231762356228,00:17:32
15,19,7,80,0.00046191620640456676,16.466706382745393,16.459091216694535,7.569942837255274,23.187539825313557,17.047276463355203,16.589550369312352,16.53490812717376,15.387320170294714,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed19.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed19.txt,56518,6280,1052.9089050292969,17.548481750488282,0.29247469584147134,00:17:32
15,42,7,49,0.0004454408772289753,15.641714947266042,15.74713176971262,4.287935225735535,23.796365784127413,16.19684776073316,15.26825390989752,16.211092175976233,14.357210429934998,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed42.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed42.txt,56518,6280,1047.6216807365417,17.46036134560903,0.29100602242681717,00:17:27
15,66,7,90,0.000530294026248157,15.980029400389848,15.99903596095852,5.137370197169927,22.973469390451406,16.68494570714351,15.453418882350862,16.35229001384543,14.918461811485184,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed66.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed66.txt,56518,6280,1058.1420335769653,17.63570055961609,0.2939283426602681,00:17:38
15,88,7,60,0.0004271359648555517,16.07762054006088,16.19828339148154,6.396948410143061,23.694583447836894,16.637353061357135,15.469738890703551,16.599432255114905,15.090884958361173,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed88.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed88.txt,56518,6280,1049.596203804016,17.493270063400267,0.29155450105667113,00:17:29
15,100,7,98,0.0002525450836401433,16.15569900740648,16.115856362158127,8.878212372356941,23.830766823487778,16.54146199151901,15.632111501631202,16.70615282812003,15.298938489675372,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed100.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed100.txt,56518,6280,1031.8960266113281,17.1982671101888,0.28663778516981336,00:17:11
15,123,7,84,0.0003041621239390224,16.20089476171157,16.265127677107046,8.109097649479759,23.34415121971674,16.75087911860193,15.641236596796375,16.65803335738045,15.275661638810892,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed123.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed123.txt,56518,6280,1051.0805313587189,17.518008855978646,0.29196681426631077,00:17:31
15,256,7,77,0.00038357634912244976,16.175353551081514,16.211531790849808,9.36255190162284,24.579832572429265,16.89188982608329,16.119227350770082,16.414734539658728,14.822085582633072,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed256.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed256.txt,56518,6280,1010.3337833881378,16.838896389802297,0.2806482731633716,00:16:50
15,512,7,83,0.0004993287147954106,16.57548495373703,16.570317554031924,8.335061178270383,24.83120344817776,17.150263624871915,16.37280582638738,16.958979624684925,15.365296135431127,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed512.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed512.txt,56518,6280,1000.3278813362122,16.672131355603536,0.2778688559267256,00:16:40
15,2024,7,72,0.00024331115128006786,16.11487587331231,16.15760093975743,4.457016370496393,23.69591550701829,16.6183850919397,15.631479989008985,16.562817822916806,15.19546235197193,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_15dB_seed2024.h5,D:\wangshuo\paper4_2\unet_7block_combined_models\training_curve_7block_combined_15dB_seed2024.txt,56518,6280,1052.901905298233,17.548365088303886,0.2924727514717314,00:17:32
