model,input_shape,representative_snr_db,representative_seed,representative_mean_val_snr,total_parameters,trainable_parameters,non_trainable_parameters,parameters_million,model_file_size_mb,fp32_parameter_memory_mb,estimated_adam_parameter_memory_mb,flops_per_sample,gflops_per_sample,approximate_macs_per_sample,approximate_gmacs_per_sample,mean_training_time_seconds,std_training_time_seconds,mean_training_time_minutes,model_path
Proposed 7-block 1D U-Net,"(1024, 1)",0,7,6.459885107599179,26222849,26222849,0,26.222849,300.4223175048828,100.03223037719727,400.12892150878906,1098580992,1.098580992,549290496.0,0.549290496,1046.8376701250672,12.231991968198948,17.447294502084453,D:\wangshuo\paper4_2\unet_7block_combined_models\unet_7block_combined_0dB_seed7.h5
